job,website,company,salary
Linux&Unix系统运维工程师/运维开发工程师,http://company.zhaopin.com/CC216494030.htm,顺丰科技有限公司,面议
运维开发工程师,http://company.zhaopin.com/CZ271117530.htm,深圳米筐科技有限公司,7000-9000
竞赛课程开发/课程设计师,http://company.zhaopin.com/CC703291527.htm,深圳市编玩边学教育科技有限公司,9000-13000
运维经理,http://company.zhaopin.com/CC634202225.htm,深圳臻云技术股份有限公司,15001-20000
量化平台开发工程师,http://company.zhaopin.com/CZ447244520.htm,深圳市富途网络科技有限公司,15000-30000
存储开发工程师-深圳,http://special.zhaopin.com/pagepublish/44808453/index.html,北京网宿科技有限公司,15000-30000
WEB前端开发工程师,http://special.zhaopin.com/pagepublish/13667249/index.html,珠海派诺科技股份有限公司,8001-10000
大数据总监,http://special.zhaopin.com/pagepublish/41998122/index.html,珠海市小源科技有限公司,30000-50000
技术中台,http://company.zhaopin.com/%E5%8D%8E%E6%B6%A6%E7%BD%AE%E5%9C%B0%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC358101529.htm,华润置地有限公司,10000-20000
中/高级测试工程师,http://company.zhaopin.com/CC000423726.htm,深圳世联行地产顾问股份有限公司,8000-15000
BSP软件开发工程师,http://company.zhaopin.com/CZ120352080.htm,深圳市航盛电子股份有限公司,10000-19999
性能及自动化测试工程师,http://company.zhaopin.com/%E6%B7%B1%E5%9C%B3%E9%87%91%E8%AF%81%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC120678891.htm,深圳金证科技股份有限公司,15001-20000
数据治理工程师-GA-深圳-00677,http://company.zhaopin.com/P10/CC1315/7709/CC131577094.htm,任子行网络技术股份有限公司,20000-40000
大数据挖掘工程师,http://special.zhaopin.com/sh/2014/11109/ztxjr052834,中腾信金融信息服务(上海)有限公司,16000-32000
大数据开发工程师-GA-深圳-00735,http://company.zhaopin.com/P10/CC1315/7709/CC131577094.htm,任子行网络技术股份有限公司,15000-30000
数据挖掘工程师/DMP 产品经理,http://company.zhaopin.com/P10/CC1315/7709/CC131577094.htm,任子行网络技术股份有限公司,10000-20000
风险政策分析师,http://company.zhaopin.com/CZ287866530.htm,深圳达飞科技控股有限公司,10000-20000
WEB后台工程师,http://special.zhaopin.com/pagepublish/13403918/index.html,百富计算机技术（深圳）有限公司,12000-20000
互联网测试经理,http://company.zhaopin.com/%E4%BC%98%E8%B4%AD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC420891816.htm,优购科技有限公司,15000-30000
测试工程师/资深测试工程师,http://company.zhaopin.com/CC387663788.htm,深圳前海橙色魔方信息技术有限公司,8000-11000
数据主管,http://company.zhaopin.com/CZ287866530.htm,深圳达飞科技控股有限公司,7700-15400
安全开发工程师,http://company.zhaopin.com/CC604550421.htm,威富通科技有限公司,20001-30000
运维工程师,http://special.zhaopin.com/pagepublish/17321701/index.html,新国都技术股份有限公司,15001-20000
Java开发工程师,http://company.zhaopin.com/P2/CC3689/1831/CC368918312.htm,车音智能科技有限公司北京分公司,15001-20000
C/C++开发工程师,http://company.zhaopin.com/P2/CC3689/1831/CC368918312.htm,车音智能科技有限公司北京分公司,15001-20000
数据分析师（风险控制方向）,http://special.zhaopin.com/sh/2014/11109/ztxjr052834,中腾信金融信息服务(上海)有限公司,7000-13000
高级运维工程师,http://company.zhaopin.com/P9/CC1372/6158/CC137261580.htm,深圳市东方博雅科技有限公司,20000-30000
模型分析岗（现金业务）,http://special.zhaopin.com/sh/2014/11109/ztxjr052834,中腾信金融信息服务(上海)有限公司,10000-20000
PHP开发工程师,http://company.zhaopin.com/CC357780419.htm,深圳市恒波商业连锁有限公司,8000-16000
高级测试工程师,http://company.zhaopin.com/P2/CC3689/1831/CC368918312.htm,车音智能科技有限公司北京分公司,15001-20000
云平台高级系统工程师,http://company.zhaopin.com/CZ697350520.htm,鸿合科技有限公司,20000-30000
高级运维工程师,http://company.zhaopin.com/%E4%BC%98%E8%B4%AD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC420891816.htm,优购科技有限公司,15001-20000
测试工程师,http://company.zhaopin.com/CC681453423.htm,深圳充电网科技有限公司,10000-15000
资深PHP开发工程师,http://company.zhaopin.com/CC606588722.htm,深圳灿和兄弟网络科技有限公司,20000-25000
Linux 运维工程师,http://company.zhaopin.com/CC528857033.htm,凤金普惠信息咨询(深圳)有限公司,12000-20000
测试管理,http://company.zhaopin.com/P10/CC1208/3949/CC120839499.htm,北京银信长远科技股份有限公司,8000-15000
高级测试工程师,http://company.zhaopin.com/CC620797421.htm,北京火币天下网络技术有限公司,20001-30000
Java开发工程师-银行,http://company.zhaopin.com/CC593378322.htm,深圳市同和信息技术有限公司,10001-15000
数据分析师（美图秀秀）-深圳,http://company.zhaopin.com/P3/CC2695/4942/CC269549425.htm,厦门美图网科技有限公司,20001-30000
Web开发工程师,http://company.zhaopin.com/CZ299651580.htm,深圳市鸿荣源实业有限公司,10001-15000
研发工程师(大数据、Java方向),http://company.zhaopin.com/%E4%BC%98%E8%B4%AD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC420891816.htm,优购科技有限公司,15000-25000
助理lua开发工程师,http://company.zhaopin.com/P9/CC1372/6158/CC137261580.htm,深圳市东方博雅科技有限公司,8000-12000
游戏测试工程师（中级）,http://special.zhaopin.com/pagepublish/65809772/index.html,深圳市星河互动科技有限公司,10000-20000
几何算法工程师,http://special.zhaopin.com/pagepublish/48356082/index.html,深圳市云房网络科技有限公司,10000-18000
主管测试工程师,http://company.zhaopin.com/%E6%B7%B1%E5%9C%B3%E9%87%91%E8%AF%81%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC120678891.htm,深圳金证科技股份有限公司,15001-20000
Web前端开发工程师(腾讯),http://special.zhaopin.com/pagepublish/65242572/index.html,福瑞博德软件开发(无锡)有限公司珠海办事处,10001-15000
运维工程师,http://company.zhaopin.com/P9/CC1372/6158/CC137261580.htm,深圳市东方博雅科技有限公司,10000-20000
资深研发工程师(基础服务、Java方向),http://company.zhaopin.com/%E4%BC%98%E8%B4%AD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC420891816.htm,优购科技有限公司,20000-35000
高级研发工程师(大数据、流式计算方向),http://company.zhaopin.com/%E4%BC%98%E8%B4%AD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC420891816.htm,优购科技有限公司,20001-30000
Engineering Director,http://company.zhaopin.com/CC606588722.htm,深圳灿和兄弟网络科技有限公司,25000-50000
大数据开发工程师,http://company.zhaopin.com/%E4%BC%98%E8%B4%AD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC420891816.htm,优购科技有限公司,15000-25000
资深研发工程师(大数据方向),http://company.zhaopin.com/%E4%BC%98%E8%B4%AD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC420891816.htm,优购科技有限公司,25000-35000
运维工程师,http://company.zhaopin.com/CC299783830.htm,宽拓(北京)科技有限公司,10000-16000
IoT软件开发工程师-web后台,http://company.zhaopin.com/%E7%A0%94%E5%8D%8E%EF%BC%88%E4%B8%AD%E5%9B%BD%EF%BC%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC000424903.htm,研华(中国)公司,8000-15000
测试工程师,http://company.zhaopin.com/CC217234823D90250004000.htm,光启技术股份有限公司,8000-15000
HPC工程师,http://company.zhaopin.com/CC217234823D90250004000.htm,光启技术股份有限公司,10001-15000
SA Java,http://company.zhaopin.com/%E6%B7%B1%E5%9C%B3%E5%B8%82%E7%BB%B4%E6%81%A9%E8%B4%9D%E7%89%B9%E4%BF%A1%E6%81%AF%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC272648912.htm,维恩贝特科技有限公司,10001-15000
web测试工程师,http://company.zhaopin.com/CC369409319.htm,深圳市百川安防科技有限公司,8000-15000
后台开发工程师,http://company.zhaopin.com/CZ190788120.htm,深圳传音控股股份有限公司,10001-15000
AI高级软件工程师,http://company.zhaopin.com/%E6%B7%B1%E5%9C%B3%E5%B8%82%E7%AD%96%E7%BB%B4%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC386322812.htm,深圳市策维科技有限公司,15001-20000
C++后台开发工程师,http://company.zhaopin.com/P9/CC1372/6158/CC137261580.htm,深圳市东方博雅科技有限公司,16000-24000
算法科学家,http://company.zhaopin.com/CC265766032.htm,广东虚拟现实科技有限公司,30001-50000
移动终端测试,http://company.zhaopin.com/CC508620126.htm,中软国际科技服务有限公司,100001-150000
高级测试开发工程师,http://company.zhaopin.com/CZ389421730.htm,恒大地产集团珠三角房地产开发有限公司,14000-28000
自动化测试工程师,http://company.zhaopin.com/CC295150432.htm,深圳市道通智能航空技术有限公司,10000-20000
SLAM工程师,http://company.zhaopin.com/%E6%B7%B1%E5%9C%B3%E5%B8%82%E8%B5%9B%E4%B8%BA%E6%99%BA%E8%83%BD%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC172909225.htm,深圳市赛为智能股份有限公司,10000-20000
Linux运维开发工程师,http://company.zhaopin.com/P8/CC0001/5247/CC000152478.htm,金蝶软件（中国）有限公司,15000-30000
区块链开发技术总监,http://company.zhaopin.com/CC458590011.htm,深圳梵活生命科学股份有限公司,9000-13000
高级数据库开发工程师,http://company.zhaopin.com/CC220055080.htm,深圳市八达科技有限公司,10000-20000
Mysql DBA/数据库管理员,http://company.zhaopin.com/P8/CC0001/5247/CC000152478.htm,金蝶软件（中国）有限公司,15000-30000
数据分析师/数据科学家,http://company.zhaopin.com/%E5%8D%8E%E6%B6%A6%E7%BD%AE%E5%9C%B0%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC358101529.htm,华润置地有限公司,10000-20000
数据分析工程师-GA-深圳-00736,http://company.zhaopin.com/P10/CC1315/7709/CC131577094.htm,任子行网络技术股份有限公司,15000-30000
高级研发工程师(中间件方向),http://company.zhaopin.com/%E4%BC%98%E8%B4%AD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC420891816.htm,优购科技有限公司,20001-30000
数据分析师-00657,http://company.zhaopin.com/P8/CC1313/4347/CC131343479.htm,任子行网络技术股份有限公司北京分公司,6000-10000
嵌入式软件工程师（无线产品）,http://company.zhaopin.com/%E4%B8%AD%E5%85%B4%E9%80%9A%E8%AE%AF%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC120146702.htm,中兴通讯股份有限公司,10001-15000
数据分析经理,http://company.zhaopin.com/CZ287866530.htm,深圳达飞科技控股有限公司,18000-30000
高级自动化测试工程师,http://special.zhaopin.com/2016/shz/11029/ldrh032421/,深圳市六度人和科技有限公司,10000-20000
运营数据支持专员,http://special.zhaopin.com/sh/2014/11109/ztxjr052834,中腾信金融信息服务(上海)有限公司,8000-15000
前端开发工程师,http://company.zhaopin.com/CC404464885.htm,坎德拉(深圳)科技创新有限公司,15001-20000
算法工程师,http://company.zhaopin.com/CZ413479080.htm,深圳德聚企业管理咨询有限公司,30001-50000
算法工程师,http://company.zhaopin.com/CC572165726.htm,深圳市比一比网络科技有限公司,12000-20000
云技术解决方案顾问,http://company.zhaopin.com/CC000057330.htm,甲骨文（中国）软件系统有限公司,20001-30000
资深运维工程师 / 运维负责人,http://company.zhaopin.com/CZ300253880.htm,西安睿诚人力资源有限公司,30001-50000
运维工程师/IT技术支持,http://company.zhaopin.com/CZ303140580.htm,深圳前海小鸟云计算有限公司,6000-8000
人工智能工程师,http://company.zhaopin.com/%E6%B7%B1%E5%9C%B3%E5%B8%82%E7%99%BE%E6%9E%9C%E5%9B%AD%E5%AE%9E%E4%B8%9A%E5%8F%91%E5%B1%95%E6%9C%89%E5%85%AC%E5%8F%B8_CC194268925.htm,深圳百果园实业发展有限公司,15001-20000
数据挖掘,http://company.zhaopin.com/CZ413479080.htm,深圳德聚企业管理咨询有限公司,20000-40000
风险政策岗（现金业务）,http://special.zhaopin.com/sh/2014/11109/ztxjr052834,中腾信金融信息服务(上海)有限公司,10001-15000
量化研究员/量化策略研究员/股票量化研究员,http://company.zhaopin.com/CC327751084.htm,深圳兆亿资本管理有限公司,30001-50000
数据爬虫工程师,http://company.zhaopin.com/CC600605824.htm,深圳派鲜科技有限公司,9000-11000
运维工程师,http://company.zhaopin.com/CZ734875040.htm,深圳市奥术信息科技有限公司,10001-15000
大数据开发工程师,http://special.zhaopin.com/2016/shz/11029/ldrh032421/,深圳市六度人和科技有限公司,15000-30000
Linux服务器开发工程师,http://company.zhaopin.com/CC446875789.htm,深圳市迈步机器人科技有限公司,15001-20000
统计与机器学习博士后,http://company.zhaopin.com/%E6%B7%B1%E5%9C%B3%E5%85%89%E5%90%AF%E9%AB%98%E7%AD%89%E7%90%86%E5%B7%A5%E7%A0%94%E7%A9%B6%E9%99%A2_CC217234823.htm,深圳光启高等理工研究院,25000-35000
信贷政策分析,http://special.zhaopin.com/sh/2014/11109/ztxjr052834,中腾信金融信息服务(上海)有限公司,10000-18000
资深云平台研发工程师/架构师（容器方向）,http://special.zhaopin.com/pagepublish/44808453/index.html,北京网宿科技有限公司,15000-30000
游戏测试QA,http://company.zhaopin.com/CZ734875040.htm,深圳市奥术信息科技有限公司,8001-10000
数据挖掘经理,http://company.zhaopin.com/CZ287866530.htm,深圳达飞科技控股有限公司,13000-25000
Java后台开发工程师,http://special.zhaopin.com/pagepublish/17321701/index.html,新国都技术股份有限公司,15000-30000
云数据库研发工程师,http://special.zhaopin.com/pagepublish/44808453/index.html,北京网宿科技有限公司,15000-25000
大数据工程师,http://company.zhaopin.com/CC600605824.htm,深圳派鲜科技有限公司,9000-13000
云平台研发工程师,http://special.zhaopin.com/pagepublish/44808453/index.html,北京网宿科技有限公司,15000-25000
自动化测试工程师app,http://company.zhaopin.com/%E6%B7%B1%E5%9C%B3%E5%B8%82%E7%A7%91%E8%84%89%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC133468036.htm,深圳市科脉技术股份有限公司,10000-15000
数据研发工程师-基础平台方向,http://company.zhaopin.com/P3/CC2695/4942/CC269549425.htm,厦门美图网科技有限公司,20001-30000
数据研发工程师（基础平台方向）,http://company.zhaopin.com/P3/CC2695/4942/CC269549425.htm,厦门美图网科技有限公司,15000-30000
虚拟化工程师,http://special.zhaopin.com/pagepublish/17321701/index.html,新国都技术股份有限公司,15000-20000
区块链高级工程师,http://company.zhaopin.com/CZ896041960.htm,思力科(深圳)电子科技有限公司,30000-60000
嵌入式工程师,http://company.zhaopin.com/%E6%B7%B1%E5%9C%B3%E5%B8%82%E8%B5%9B%E4%B8%BA%E6%99%BA%E8%83%BD%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC172909225.htm,深圳市赛为智能股份有限公司,10000-20000
测试开发工程师-深圳-01425,http://special.zhaopin.com/pagepublish/44808453/index.html,北京网宿科技有限公司,10000-20000
运维工程师,http://company.zhaopin.com/CC666079121.htm,深圳象翌微链软件技术有限公司,10000-20000
C++服务器开发工程师,http://company.zhaopin.com/CC692844625.htm,上海中清龙图网络科技有限公司北京分公司,15000-30000
java开发经理,http://company.zhaopin.com/CC457526116.htm,深圳市富利财富管理有限公司,18000-20000
BI工程师,http://company.zhaopin.com/CC245657884.htm,天道计然(北京)网络技术有限公司,10001-15000
测试工程师,http://company.zhaopin.com/CC245657884.htm,天道计然(北京)网络技术有限公司,10001-15000
数据集市开发,http://company.zhaopin.com/CC157088922.htm,深圳市拓保软件有限公司,15001-20000
Hadoop开发工程师,http://company.zhaopin.com/%E6%B7%B1%E5%9C%B3%E9%B9%8F%E9%94%90%E4%BF%A1%E6%81%AF%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC469325312.htm,深圳鹏锐信息技术股份有限公司,10001-15000
平台运维工程师,http://company.zhaopin.com/CC226971714.htm,深圳市卓越成长管理顾问有限公司,10001-15000
云计算开发工程师,http://company.zhaopin.com/CC298519281.htm,深圳市瑞驰信息技术有限公司,10000-20000
服务端工程师,http://company.zhaopin.com/%E6%B7%B1%E5%9C%B3%E5%B8%82%E6%99%AE%E7%89%B9%E7%94%9F%E7%89%A9%E5%8C%BB%E5%AD%A6%E5%B7%A5%E7%A8%8B%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC367148819.htm,深圳市普特生物医学工程有限公司,8000-15000
运维工程师,http://company.zhaopin.com/CC303827187.htm,星桥金融服务(深圳)有限公司,10001-15000
系统运维工程师,http://company.zhaopin.com/CC530280680.htm,深圳市兴海物联科技有限公司,8000-15000
深度学习算法工程师,http://company.zhaopin.com/CC295150432.htm,深圳市道通智能航空技术有限公司,25000-50000
数据分析师,http://company.zhaopin.com/CC303827187.htm,星桥金融服务(深圳)有限公司,10001-15000
算法工程师,http://company.zhaopin.com/CC347881510.htm,中山市创艺生化工程有限公司,8001-10000
Web后端工程师,http://company.zhaopin.com/%E6%B7%B1%E5%9C%B3%E5%B8%82%E6%99%AE%E7%89%B9%E7%94%9F%E7%89%A9%E5%8C%BB%E5%AD%A6%E5%B7%A5%E7%A8%8B%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC367148819.htm,深圳市普特生物医学工程有限公司,8000-12000
大数据开发工程师,http://company.zhaopin.com/CZ631081230.htm,深圳市合城实业发展有限公司,8000-16000
运维工程师,http://special.zhaopin.com/pagepublish/27984283/index.html,深圳市安煋信息技术有限公司,8000-15000
自动化测试工程师,http://company.zhaopin.com/CC283741433.htm,深圳市考拉超课科技股份有限公司,8000-13000
高级服务器开发工程师（竞速射击项目）,http://special.zhaopin.com/pagepublish/23983581/index.html,深圳市尚游网络科技有限公司,14000-24000
大数据开发工程师,http://company.zhaopin.com/CC325230481.htm,深圳市蕊通人和信息咨询有限公司,10000-20000
运维工程师,http://company.zhaopin.com/CZ893425060.htm,深圳智享互联科技有限公司,10001-15000
C++服务器开发,http://company.zhaopin.com/CZ413479080.htm,深圳德聚企业管理咨询有限公司,15000-25000
数据平台研发经理,http://company.zhaopin.com/CC200076384.htm,深圳荷包金融信息咨询有限公司,20000-40000
测试工程师,http://company.zhaopin.com/CC600605824.htm,深圳派鲜科技有限公司,8000-12000
自动化测试工程师,http://company.zhaopin.com/CC286899785.htm,厦门骐俊物联科技股份有限公司,12000-16000
高级测试工程师,http://company.zhaopin.com/CZ692976030.htm,深圳市尚成网络科技有限公司,10002-18000
自动化测试工程师,http://company.zhaopin.com/CC145338901.htm,深圳市路畅科技股份有限公司,8000-12000
大数据平台开发工程师,http://company.zhaopin.com/CC291036880.htm,深圳北斗应用技术研究院,10001-15000
数据产品经理,http://company.zhaopin.com/CC469029110.htm,南方银谷科技有限公司,10000-14000
产品测试,http://special.zhaopin.com/pagepublish/30261831/index.html,深圳市德晟会计师事务所(普通合伙),8000-12000
高级测试工程师,http://company.zhaopin.com/CC286899785.htm,厦门骐俊物联科技股份有限公司,10001-15000
嵌入式软件工程师,http://company.zhaopin.com/CC526884837.htm,深圳市科讯高清科技开发有限公司,12000-18000
高级测试工程师,http://company.zhaopin.com/CC251155612.htm,深圳中泓在线股份有限公司,15001-20000
后台开发工程师/Java,http://company.zhaopin.com/CZ672713930.htm,深圳点开智能科技有限公司,10000-18000
Java开发工程师,http://special.zhaopin.com/pagepublish/15715362/index.html,深圳市新动文化传播有限公司,10000-15000
软件工程师,http://company.zhaopin.com/CZ197567210.htm,深圳市卓帆科技有限公司,5000-10000
数据分析,http://company.zhaopin.com/CZ447244520.htm,深圳市富途网络科技有限公司,12000-24000
前端开发工程师,http://company.zhaopin.com/CC380964028.htm,北京有明云软件股份有限公司,15000-30000
全栈开发工程师,http://company.zhaopin.com/CC404464885.htm,坎德拉(深圳)科技创新有限公司,10001-15000
ios开发工程师,http://company.zhaopin.com/CC404464885.htm,坎德拉(深圳)科技创新有限公司,15001-20000
前端软件开发工程师,http://company.zhaopin.com/P2/CC1591/2831/CC159128319.htm,深圳市文鼎创数据科技有限公司,8000-15000
数据产品经理,http://company.zhaopin.com/CZ134415620.htm,深圳市盖威科技有限公司,15001-20000
深度学习算法工程师（算法优化移植）,http://company.zhaopin.com/CC404464885.htm,坎德拉(深圳)科技创新有限公司,15000-30000
测试工程师,http://company.zhaopin.com/CZ893425060.htm,深圳智享互联科技有限公司,10001-15000
测试工程师,http://company.zhaopin.com/CC277636433.htm,深圳市物联微电子有限公司,5000-10000
大数据开发工程师,http://company.zhaopin.com/CZ495463820.htm,深圳中琛源科技股份有限公司,15001-20000
技术总监/技术经理,http://company.zhaopin.com/CC318572019.htm,深圳市正易龙科技有限公司,20000-40000
Hadoop（大数据）系统工程师,http://company.zhaopin.com/CZ367930630.htm,深圳市傲天科技股份有限公司,8000-15000
系统安全工程师,http://company.zhaopin.com/CZ367930630.htm,深圳市傲天科技股份有限公司,6000-12000
高级系统工程师,http://company.zhaopin.com/CZ367930630.htm,深圳市傲天科技股份有限公司,10000-20000
服务器工程师（接受应届）,http://company.zhaopin.com/CC651257121.htm,深圳市艾维普思科技有限公司,6000-12000
java开发工程师,http://company.zhaopin.com/CC457526116.htm,深圳市富利财富管理有限公司,10000-20000
商品数据分析/急招,http://company.zhaopin.com/CC569486621.htm,深圳市布先生服饰有限公司,6000-10000
系统架构师,http://special.zhaopin.com/pagepublish/39460841/index.html,深圳华龙讯达信息技术股份有限公司,20001-30000
QT软件工程师,http://company.zhaopin.com/CC330043489.htm,真玫智能科技（深圳）有限公司,15001-20000
测试工程师,http://company.zhaopin.com/CC330043489.htm,真玫智能科技（深圳）有限公司,8001-10000
首席架构师（区块链、大数据方向）,http://company.zhaopin.com/P4/CC1205/7013/CC120570133.htm,深圳市海云天科技股份有限公司,25000-50000
应用运维工程师,http://company.zhaopin.com/CC245657884.htm,天道计然(北京)网络技术有限公司,10001-15000
生物信息分析工程师,http://company.zhaopin.com/CC681552720.htm,深圳源正细胞医疗技术有限公司,7000-12000
系统工程师,http://company.zhaopin.com/CZ367930630.htm,深圳市傲天科技股份有限公司,7000-13000
高级研发工程师,http://company.zhaopin.com/CZ131567770.htm,深圳市安云信息科技有限公司,15000-30000
软件工程师,http://company.zhaopin.com/CC447141785.htm,承启医学(深圳)科技有限公司,8000-16000
深度学习图像算法工程师,http://company.zhaopin.com/CC404464885.htm,坎德拉(深圳)科技创新有限公司,30000-60000
网络安全工程师,http://company.zhaopin.com/CZ334363030.htm,深圳至臻天龙投资发展有限公司,10000-20000
数据挖掘高级工程师,http://company.zhaopin.com/CC291036880.htm,深圳北斗应用技术研究院,20001-30000
DBA数据库管理员,http://company.zhaopin.com/CC255688139.htm,环球雅途集团有限公司,20000-30000
导航系统工程师（无人驾驶）,http://company.zhaopin.com/CC404464885.htm,坎德拉(深圳)科技创新有限公司,15001-20000
自然语言处理,http://company.zhaopin.com/CZ413479080.htm,深圳德聚企业管理咨询有限公司,30001-50000
研发运维,http://company.zhaopin.com/CZ303140580.htm,深圳前海小鸟云计算有限公司,8000-15000
算法工程师（建模数据平台建设,http://company.zhaopin.com/CZ134415620.htm,深圳市盖威科技有限公司,30001-50000
激光雷达算法工程师,http://company.zhaopin.com/CC404464885.htm,坎德拉(深圳)科技创新有限公司,15001-20000
虚拟化开发工程师,http://company.zhaopin.com/CC298519281.htm,深圳市瑞驰信息技术有限公司,8000-16000
大数据分析师,http://special.zhaopin.com/shz/2012/11097/jbl10125276,深圳市江波龙电子有限公司,15000-30000
高级动画设置（绑定）师,http://company.zhaopin.com/CC256176083.htm,深圳市山水原创动漫文化有限公司,8001-10000
区块链技术工程师,http://company.zhaopin.com/CC690100628.htm,深圳圣马歌科技有限公司,50000-100000
技术美术,http://company.zhaopin.com/CC238752018.htm,深圳科诗特软件有限责任公司,13000-20000
见习程序员,http://company.zhaopin.com/CC238752018.htm,深圳科诗特软件有限责任公司,5000-8000
道路动态场景理解工程师,http://company.zhaopin.com/CC404464885.htm,坎德拉(深圳)科技创新有限公司,10001-15000
测试工程师-GA-深圳-00639,http://company.zhaopin.com/P10/CC1315/7709/CC131577094.htm,任子行网络技术股份有限公司,10000-19999
软件测试工程师,http://company.zhaopin.com/CC600553132.htm,深圳赋格投资有限公司,10000-11000
Java工程师,http://company.zhaopin.com/CC604701727.htm,在线途游(北京)科技有限公司,10000-15000
Customer Success Manager SC–Cloud,http://company.zhaopin.com/CC000057330.htm,甲骨文（中国）软件系统有限公司,面议
大数据计算高级开发工程师,http://company.zhaopin.com/P8/CC0001/5247/CC000152478.htm,金蝶软件（中国）有限公司,15000-30000
运维工程师,http://company.zhaopin.com/CC600553132.htm,深圳赋格投资有限公司,13000-16000
专项测试工程师,http://company.zhaopin.com/CZ190788120.htm,深圳传音控股股份有限公司,15001-20000
测试工程师,http://company.zhaopin.com/CZ190788120.htm,深圳传音控股股份有限公司,10001-15000
高级测试工程师,http://company.zhaopin.com/CZ190788120.htm,深圳传音控股股份有限公司,15001-20000
Chinese Web Analyst/网站数据分析师,http://company.zhaopin.com/%E6%80%9D%E8%BF%AA%E8%BD%AF%E4%BB%B6%E7%A7%91%E6%8A%80%EF%BC%88%E6%B7%B1%E5%9C%B3%EF%BC%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC133214302.htm,思迪软件科技（深圳）有限公司,8000-10000
QA自动化测试工程师（实习）,http://company.zhaopin.com/CC544677324.htm,广州巨杉软件开发有限公司,5000-10000
软件测试工程师,http://company.zhaopin.com/CC283657483.htm,北京中兴高达通信技术有限公司,10001-15000
Senior Linux Support Engineer,http://company.zhaopin.com/CC000057330.htm,甲骨文（中国）软件系统有限公司,面议
技术美术（TA）/美术经理-深圳,http://company.zhaopin.com/P3/CC2695/4942/CC269549425.htm,厦门美图网科技有限公司,15001-20000
配置管理工程师,http://company.zhaopin.com/CC658445388.htm,深圳市博奥特科技有限公司,15001-20000
数据分析主管,http://special.zhaopin.com/sh/2014/11109/ztxjr052834,中腾信金融信息服务(上海)有限公司,15001-20000
风控经理,http://company.zhaopin.com/CZ656096630.htm,深圳市迈利信科技有限公司,12000-18000
运维开发工程师,http://company.zhaopin.com/CZ133904060.htm,深圳市富视康实业发展有限公司,6000-12000
风控经理,http://company.zhaopin.com/CZ656096630.htm,深圳市迈利信科技有限公司,12000-18000
信审经理,http://company.zhaopin.com/CZ656096630.htm,深圳市迈利信科技有限公司,12000-18000
高级测试工程师（01）,http://special.zhaopin.com/pagepublish/31959963/index.html,盈嘉互联（北京）科技有限公司,15001-20000
中间件运营顾问,http://company.zhaopin.com/%E6%B6%A6%E8%81%94%E8%BD%AF%E4%BB%B6%E7%B3%BB%E7%BB%9F%28%E6%B7%B1%E5%9C%B3%29%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC301190616.htm,润联软件系统(深圳)有限公司,10001-15000
软件测试工程师,http://company.zhaopin.com/CZ399967920.htm,广东卓纬科技有限公司,8001-10000
数据建模工程师,http://company.zhaopin.com/P4/CC1205/7013/CC120570133.htm,深圳市海云天科技股份有限公司,10000-20000
数据分析师（服务端中心）,http://special.zhaopin.com/pagepublish/66243972/index.html,深圳利民网金融信息服务有限公司,10001-15000
测试工程师,http://company.zhaopin.com/CC319937935.htm,深圳市艾特智能科技有限公司,8001-10000
